title,umap_x,umap_y,sentiment_score,media_name
"Biden reaffirms commitment to security of Israel, Jewish people in Jewish American Heritage Month",6.712377,4.8296084,5.0,jpost.com
UN expert condemns alleged sexual assault of Palestinian in Israeli custody,11.46974,6.958652,0.0,jpost.com
Israel-Hamas War: Details of the Gaza hostage deal on the table in Paris,12.698009,9.117482,5.0,jpost.com
"Netanyahu: US politics behind critique of Israel, Gaza war",5.869882,9.965737,5.0,jpost.com
Three Palestinians killed as police thwart terrorism in Jerusalem area,8.774688,10.999643,8.0,jpost.com
Israel will lose Gaza war without IDF operation in Rafah,6.705343,8.329456,10.0,jpost.com
"WATCH: 'Murders, Hitlers, Nazis': Haredi rioters clash with police at IDF recruitment office",9.212148,8.814088,6.0,jpost.com
Ismail Haniyeh: Hamas won't back down from hostage deal demands,12.540683,8.510565,7.0,jpost.com
Power outages and full hospitals: How will Israel prepare for war in North?,9.65453,10.296175,5.0,jpost.com
Reporter’s Notebook: Life in northern Israel amid Hezbollah tensions,3.7527812,8.23088,5.0,jpost.com
European countries urge citizens to leave Lebanon amid Hezbollah-Israel rising tensions,3.852026,7.7610173,3.0,jpost.com
Nessel accuses Tlaib of antisemitism amid controversy over pro-Palestinian protest charges,10.821311,6.4676523,5.0,jpost.com
Arab-Israeli relations depend on the speedy neutralization of Hamas,9.260354,6.5001636,8.0,jpost.com
"'Palestinian children's blood is on your hands', hon. Israel consul in Florence told",9.882192,9.206252,8.0,jpost.com
Could October 7 have been prevented? IDF general's urgent warning to military chief,9.476501,8.980236,6.0,jpost.com
Hamas manages to fire 20 rockets from Khan Yunis for first time in months,6.649288,8.766369,10.0,jpost.com
Israel Gaza: UN warns of 'slaughter' if Israel launches ground assault on Rafah,6.6461086,8.246477,5.0,bbc
David Lammy calls for immediate ceasefire during Israel visit,8.148691,5.2693434,5.0,bbc
A view from inside the Hamas attack on the Kfar Aza kibbutz,10.66875,8.545866,10.0,bbc
"Do not undermine Gaza ceasefire deal, warns Biden",7.4086475,5.030133,5.0,bbc
Berlin on edge for Erdogan after fierce Israel criticism,10.205376,6.1918116,5.0,bbc
Hamas deputy leader Saleh al-Arouri's assassination sparks wider war fears,10.778533,7.7835746,8.0,bbc
"'A lot of adrenaline, a lot of unknowns': Reservists flock to join Israel's fight",7.059524,7.055113,8.0,bbc
More calls for an independent inquiry into Gaza aid convoy deaths,8.372829,7.9566226,5.0,bbc
"Israeli military tells 100,000 people to leave parts of Rafah",6.8193054,8.389683,10.0,bbc
Israeli forces fight to drive out Hamas militants and free hostages,12.435897,8.954508,10.0,bbc
Israel orders Gaza City to evacuate,7.498672,8.75361,5.0,bbc
Israeli tanks reported near Khan Younis as civilians urged to flee,7.9470925,8.763832,5.0,bbc
Israel says troops are in centre of Khan Younis,7.9417076,8.741587,10.0,bbc
Wael Al-Dahdouh: Al Jazeera reporter's family killed in Gaza strike,7.728939,10.533479,0.0,bbc
"Newshour, US expects Israel's war in Gaza 'to enter new phase",7.8567247,6.9006095,7.0,bbc
Israel presses its military campaign in Gaza against Hamas,7.8015876,7.720565,10.0,bbc
"Israel, Hamas accused of war crimes in new UN report",9.911295,5.601132,5.0,bbc
How Israel jails hundreds of Palestinians without charge,11.634046,6.9020147,0.0,bbc
Israel-Gaza attacks: King 'appalled' by 'barbaric' Hamas,10.460033,7.1959324,10.0,bbc
"I went through hell, says elderly hostage released by Hamas",12.076818,9.01451,2.0,bbc
"Israel approves plans for 3,400 new homes in West Bank settlements",7.7948184,11.520683,5.0,bbc
Israel to take over security in the Gaza Strip indefinitely,7.6808853,7.6981716,7.0,bbc
Bowen: Ceasefire demands will grow without proof of Hamas HQ at Al-Shifa,8.12362,5.119938,8.0,bbc
We danced with joy then hid among the dead – Nova survivors recall Hamas massacre,11.139996,8.147662,8.0,bbc
"Palestinian envoy: Israel plans to destroy, displace",9.276519,7.244835,7.0,bbc
Israel says it mistakenly killed three hostages in Gaza,12.2563095,9.747208,2.0,bbc
Doctor's video diary shows reality inside Gaza hospital,10.052307,10.261383,0.0,bbc
Jamaal Bowman loses New York primary to pro-Israel George Latimer,7.114881,5.940121,5.0,bbc
UN says Gaza situaion dire as Israeli bombardment continues,8.228251,8.159539,5.0,bbc
Israel attack: PM says Israel at war after 250 killed in attack from Gaza,8.3071,8.849757,8.0,bbc
"Gaza hospital: What video, pictures and other evidence tell us about Al Ahli hospital blast",10.087953,10.229916,5.0,bbc
Israel is conducting a legitimate campaign,7.137357,6.1809497,10.0,bbc
Archbishop of Canterbury highlights suffering in Israel-Gaza war in Christmas Day sermon,7.724508,6.3403673,0.0,bbc
"Bradford: Four arrested after pro-Palestine protest, say police",11.752028,5.738538,5.0,bbc
Israel rescues two hostages in Rafah amid deadly strikes,12.413169,9.878173,5.0,bbc
Macron leads ceremony for French victims of Hamas attacks,5.745091,9.484705,8.0,bbc
Washington ramps up the search for a ceasefire in Gaza,8.321788,5.1497946,5.0,bbc
"Bowen: As Israel debates Iran attack response, can US and allies stop slide into all-out war?",5.2134614,6.213119,5.0,bbc
Gazans celebrate after Hamas says it accepts ceasefire,8.343514,5.1607056,5.0,bbc
Hamas attack: Final missing Israeli victim declared dead,10.885719,9.190757,5.0,bbc
UN Security Council backs US Israel-Gaza ceasefire plan,8.877527,4.6093264,5.0,bbc
"Israel officials support Gaza destruction, court hears",8.355295,7.0045114,5.0,bbc
"Israel 'can handle' any threat from Iran, says military chief",5.323974,6.2333226,8.0,bbc
Barclays banks across UK targeted by pro-Palestine protesters,11.298789,5.8462405,5.0,bbc
UK accused of 'whitewash' after Chevening scholar feared killed in Gaza,9.699395,6.0323024,2.0,bbc
Thousands march in pro-Palestine rallies across Scotland,11.546232,5.5155807,5.0,bbc
Chris Williamson: Former MP's Israel comment prompts hate crime probe,10.088899,5.8738937,5.0,bbc
Biden struggles to contain conflict as Israel and Hezbollah on the brink,6.778711,4.893473,5.0,bbc
Al Jazeera accuses Israel of targeting journalists,7.708583,10.56538,5.0,bbc
Gaza war: Premature babies evacuated from al-Shifa hospital,10.406481,10.154036,0.0,bbc
Watch: At the Gaza hospital with more bodies than shrouds,10.136556,10.3455715,0.0,bbc
US calls for calm after officials say Israeli missile hit Iran,4.8927093,6.551958,5.0,bbc
"Israel-Gaza war: 'High risk' of famine persists, UN-backed assessment says",8.5701275,7.70964,0.0,bbc
Israel targets Hamas’s labyrinth of tunnels under Gaza,10.056033,8.8952875,10.0,bbc
Israel shows Hamas bodycam attack footage to journalists,10.5860815,8.799353,8.0,bbc
Huge explosions as Israel strikes southern Lebanon,4.572009,8.383805,8.0,bbc
Aysenur Ezgi Eygi: UN urges inquiry into killing of US-Turkish protester in West Bank,8.447359,11.177481,0.0,bbc
Israel's Rafah deadline raises stakes as Ramadan approaches,6.550478,8.357662,5.0,bbc
Israel condemns Lula likening Gaza to Holocaust,8.990571,6.424031,5.0,bbc
UN's top court hears key case on Israeli occupation of the Palestinian Territories,9.703481,5.2450757,5.0,bbc
Israel minister threatens to quit over Gaza post-war plan,7.8008084,7.484064,5.0,bbc
"Israel Gaza live news: Israel orders 'siege' of Gaza with 'no electricity, food, or fuel'",8.320374,7.445144,0.0,bbc
"Israeli strikes on southern Gaza kill 51, says Hamas-run health ministry",7.9422183,9.942825,5.0,bbc
Israel-Gaza war: Relief and guilt after Gazans find safety in Egypt,8.392352,6.8831387,3.0,bbc
Israel military sacks senior officers after aid workers killed in Gaza,8.667639,9.758637,3.0,bbc
Israeli hostage's agony over husband held in Gaza by Hamas,12.0299635,9.1978445,2.0,bbc
We don't know if our family is dead in Gaza,9.823676,9.662889,0.0,bbc
Iran vows revenge after suspected Israeli strike in Damascus,4.559573,6.807792,8.0,bbc
Brazil recalls its ambassador to Israel amid diplomatic tensions,9.455478,5.914769,5.0,bbc
"Gaza ceasefire progress is an illusion, says Hamas",8.346199,5.1675477,5.0,bbc
Blinken says 'time is now' for Israel-Hamas deal in Gaza,5.146538,11.681354,5.0,bbc
Israel orders civilians to leave southern Lebanon as invasion continues,3.9946167,7.74875,6.0,bbc
Israeli forces raid Al Jazeera office in occupied West Bank,7.9562044,11.060768,3.0,bbc
Israel says Gaza war will continue for months,7.805616,7.387855,10.0,bbc
Israel and Hezbollah trade blows as tensions simmer,3.7439826,7.9811077,7.0,bbc
US warship intercepts missiles fired from Yemen 'potentially towards Israel',4.9833007,7.2274394,8.0,bbc
"Global News Podcast, Iran launches massive missile attack on Israel as Netanyahu vows 'consequences",5.4202538,9.57813,8.0,bbc
Netanyahu says Israel will have security control over Gaza after war,6.112099,10.228709,8.0,bbc
Israel-Gaza briefing: Obstacles to peace seem larger than ever after six months of war,8.286738,6.6771965,5.0,bbc
Mia Schem: Wounded festival-goer in Hamas hostage video freed,11.447096,9.3185,5.0,bbc
Chaos and damage in Beirut after Israeli air strike,4.603621,8.348227,5.0,bbc
Rochdale by-election shows how Gaza conflict is shaping UK politics,8.182045,6.2283387,5.0,bbc
Gaza: Israel raids al-Shifa hospital,10.281679,10.481363,8.0,bbc
Newscast - UK Bans (Some) Arms Sales to Israel,5.2571087,4.98703,5.0,bbc
Israeli settlers torch Palestinian village in West Bank,7.9777927,11.415977,2.0,bbc
Israel-Gaza: Aid reaches Gaza shore in first sea delivery,7.836882,7.3964357,2.0,bbc
Israel orders Gazans to evacuate part of Rafah for 'limited' operation,6.992934,8.474023,8.0,bbc
Gaza war weighs heavily as Israel marks memorial day,7.662192,6.8035316,5.0,bbc
Israeli strike kills five Palestinians in West Bank,8.637011,11.49253,5.0,bbc
Gaza war: Palestinians flee Shejaiya amid Israeli bombardment,8.0604515,8.473361,5.0,bbc
Israeli tanks mass near the southern Gazan city of Rafah,7.4681015,8.367562,8.0,bbc
Israel hopeful of Hamas deal to release hostages in 'coming days',12.817979,8.814071,5.0,bbc
Shapps 'disappointed' by Netanyahu opposition to Palestinian state,5.7723136,10.061165,5.0,bbc
"HARDtalk, Aida Touma-Sliman: What does war mean for Israel's Arab population",7.2689595,6.4631867,5.0,bbc
Israel's cabinet approves deal with Hamas to release hostages,12.809241,8.902816,5.0,bbc
"Hezbollah, Israel and the Golan Heights: What is happening?",3.701585,8.314181,5.0,bbc
Newborn twins killed in Gaza as father went to register birth,10.525173,9.466465,0.0,bbc
Gaza war: Premature babies evacuated from al-Shifa hospital,10.365912,10.111421,0.0,bbc
Flights cancelled and disrupted after Iran's attack on Israel,4.874963,6.710757,8.0,bbc
Video shows charity vehicles destroyed in Gaza air strike,8.568027,9.359748,3.0,bbc
Israel Gaza: US in diplomatic dash to contain conflict,8.1611185,6.346756,5.0,bbc
Israel says it has cut Gaza in two as its offensive continues,7.9556556,7.80593,8.0,bbc
Hezbollah fires rocket barrages at Israel after commander killed,4.1642632,8.7026615,8.0,bbc
"Israel Gaza: Hostages were carrying white cloth when shot, IDF says",12.1863165,9.903663,5.0,bbc
Israel says Iran confrontation 'not over yet' after shooting down drones from Tehran,4.850117,6.966985,8.0,bbc
Palestinian health ministry says six killed in West Bank,8.612729,11.488829,0.0,bbc
UK's Starmer urges Iran to refrain from Israel attack,5.156254,6.2428565,5.0,bbc
Battles rage near Gaza City hospitals as thousands more flee,9.652886,10.349138,5.0,bbc
Israel finds second hostage body near Al-Shifa hospital,12.227989,10.056589,5.0,bbc
Inquiry into claims Israeli munitions flown through Irish airspace,5.128758,7.955293,5.0,bbc
"Israel-Gaza war: Ceasefire would allow Hamas to regroup, says Blinken",5.188394,11.629709,7.0,bbc
Hamas delegation leaves Gaza truce talks in Cairo without deal,8.649413,5.0613956,5.0,bbc
Charities: Israel's Gaza fuel offer not sufficient,8.307827,7.34466,5.0,bbc
Iran warns Israel to stop war in Gaza or region will 'go out of control',5.560281,6.557456,7.0,bbc
Israel says weapons found in Gaza hospital,10.112233,10.233906,8.0,bbc
How Hamas built a force to attack Israel on 7 October,10.371436,7.1292434,10.0,bbc
Humanity must prevail' in Israel-Gaza conflict,8.000438,6.9039497,0.0,bbc
"HARDtalk, Ami Ayalon: Is Israel fighting an unwinnable war",7.186905,6.527129,5.0,bbc
Biden says US discussing possible Israeli strikes on Iran oil facilities,6.272481,4.9657884,7.0,bbc
ICJ to give opinion on Israel's occupation of Palestinian territories,9.99178,5.0183315,5.0,bbc
PM's speech shows impact of Israel-Gaza war on UK politics,8.312848,6.2620363,5.0,bbc
BBC chief grilled by Conservative MPs over Israel-Gaza coverage,8.987729,7.60193,5.0,bbc
How Hamas carried out its shock assault on Israel,9.720112,7.7541738,10.0,bbc
Watch: Displaced Gazans describe al-Shifa raid,10.2525015,10.42116,5.0,bbc
Scottish Labour leader Sarwar says Israel 'breaking international law' in Gaza,8.706548,6.422842,5.0,bbc
Temporary ceasefire extended in Gaza into a seventh day,8.252324,4.9603586,5.0,bbc
Israel-Gaza war: Biden to halt some arms supplies if Israel invades Rafah,6.539169,8.05603,5.0,bbc
France bans all pro-Palestinian demonstrations,11.303581,5.504803,5.0,bbc
UK to deploy Royal Navy ships to support Israel,5.2585945,5.2936945,8.0,bbc
Gaza war: Jabalia residents describe 'horrifying' destruction,8.024895,6.908195,0.0,bbc
FA unlikely to light Wembley arch in Israel colours,10.935156,5.8777833,5.0,bbc
Israeli special forces raid Gaza's Nasser hospital,10.082755,10.5160475,8.0,bbc
"More than 30,000 killed in Gaza, Hamas-run health ministry says",8.654734,10.216738,0.0,bbc
Israel-Gaza: Biden hopes for a ceasefire by next week,7.912583,5.0245047,5.0,bbc
"UN Security Council backs ramping up Gaza aid, but no ceasefire",8.818656,4.6343417,3.0,bbc
US has 'every expectation' Israel will expect ceasefire proposal,8.255219,5.003918,5.0,bbc
"Israel-Gaza war will continue for months, IDF chief warns",7.9938607,7.33605,8.0,bbc
Biden administration plans $1bn arms shipment to Israel,6.1973686,5.225023,8.0,bbc
"Israel Gaza live updates: Israel trying to regain control of territory, day after Hamas attack",8.473458,7.919643,8.0,bbc
Israel issues alert after blast near embassy in India,5.426893,7.0999312,5.0,bbc
IDF says school strike killed 19 militants,8.581846,9.676114,8.0,bbc
Netanyahu: Israel will carry out Rafah offensive with or without deal,6.1242814,9.362109,10.0,bbc
Hezbollah fires rockets into Israel from Lebanon,4.2024474,8.602561,10.0,bbc
Macron condemns rising antisemitism and Israeli bombing of civilians,5.7909083,9.398826,5.0,bbc
"Senate's $95bn for Ukraine, Israel and Taiwan faces uphill battle in House",5.892158,4.544651,5.0,bbc
Israel thought to be on brink of Lebanon ground incursion,3.8831816,7.558631,8.0,bbc
Freed Israeli hostage demands world do more for those still held in Gaza,12.671107,9.382477,5.0,bbc
Newscast - Could Israel Hamas agree a ceasefire?,8.176208,4.9418874,5.0,bbc
Gazans flee renewed Israeli offensives as rescuers struggle,8.2004385,8.24854,3.0,bbc
Gaza war: Tensions spill over to Red Sea,7.609909,7.0426,5.0,bbc
Israel tells US it plans to launch limited ground incursion into Lebanon,3.79497,7.517022,8.0,bbc
UN agencies voice concern over Israel's siege of Gaza,8.671236,7.203427,0.0,bbc
"Israeli missile hits Iran, US officials say, as blasts heard",4.8885255,6.6907887,10.0,bbc
Israel launches deadly air strikes in Lebanon after rockets hit army base,4.387056,8.539171,8.0,bbc
US: Hamas is using hospitals as command centres in Gaza,10.020574,10.27002,8.0,bbc
"UK ban on selling arms to Israel would strengthen Hamas, says Cameron",5.2280083,4.956622,8.0,bbc
Israel Gaza: Biden says Israel must protect vulnerable in Rafah,7.2875376,5.250425,5.0,bbc
"HARDtalk, Ronald Lamola: Is South Africa's genocide case against Israel a geo-political game changer",10.152719,5.1691184,5.0,bbc
Has Israel taken enough action to prevent alleged incitement to genocide?,10.082076,5.357688,5.0,bbc
Gaza ceasefire talks resume in Qatar,8.563713,5.1881294,5.0,bbc
Israel attack: 12 Thais killed and 11 kidnapped by Hamas gunmen,12.228202,8.655142,8.0,bbc
Gaza war: Five Israeli soldiers killed 'by tank fire' in Jabalia,7.979386,10.066835,8.0,bbc
US Senate bid to salvage Ukraine and Israel aid as border deal crumbles,5.8209457,4.4807243,5.0,bbc
Gaza war: UN defends casualty tally amid Israeli anger,8.616681,9.014849,5.0,bbc
Israel-Gaza war: Video shows Gaza detainees allegedly 'surrendering guns',8.938092,9.393849,5.0,bbc
Drone shows aftermath of Israeli airstrikes,5.1646543,8.188139,7.0,bbc
Israel-Gaza war: Unknown fate of six-year-old Hind Rajab trapped under fire,8.027817,6.8243957,0.0,bbc
Syria says Damascus and Aleppo airports hit by Israeli missiles,4.8211875,8.532584,8.0,bbc
Israel and Hamas truce extended by two days,8.287584,4.3621173,5.0,bbc
"Newshour, Will ceasefire in Gaza happen after UN vote",8.359039,4.8780913,5.0,bbc
Israeli ministers authorise Netanyahu response to Golan attack,5.959197,9.606859,8.0,bbc
Israel's cabinet votes on hostage deal as Netanyahu says war will continue,6.1883044,10.850943,8.0,bbc
Israel rescues two hostages in Rafah amid deadly strikes,12.425896,9.881935,5.0,bbc
Israel kills top Hezbollah figure in Beirut strike,4.40238,8.90463,10.0,bbc
SNP's Flynn asks if PM shares Biden's confidence on Gaza ceasefire,7.4413276,4.8574753,5.0,bbc
Lebanon: Israel shells militant targets across border,4.196815,8.064399,8.0,bbc
"Senior official killed in Israeli strike, Hamas say",7.7194858,9.970472,7.0,bbc
Lebanon: Israeli strike kills senior Hezbollah commander,4.3909073,8.868117,10.0,bbc
Hezbollah rockets hit Golan after Israel strikes deep in Lebanon,4.3458815,8.81469,10.0,bbc
Deadly attack near ICRC office in Gaza,7.8538775,7.9220853,5.0,bbc
Jewish settlers set their sights on Gaza beachfront,7.7690854,7.5349402,8.0,bbc
Bowen: The Israel-Gaza war is at a crossroads,8.062019,6.529002,5.0,bbc
Israel-Gaza war: Latest ceasefire talks not very promising,8.25654,5.220377,5.0,bbc
Israel-Hamas truce in Gaza extended as more hostages freed,12.8949,8.80867,5.0,bbc
Israeli tanks cross into Gaza for ‘targeted raid’,7.632022,8.340783,8.0,bbc
Israel strikes Houthi targets in Yemen after drone attack on Tel Aviv,5.120806,7.5099983,10.0,bbc
Israel launches deadly air strikes in Lebanon after rockets hit army base,4.4539666,8.478338,8.0,bbc
Israeli strikes in Lebanon continue,4.4103923,8.098927,10.0,bbc
Rishi Sunak calls for stability after backing Israel against Hamas,7.879386,5.7292004,5.0,bbc
Israel-Gaza war: UN agencies start rollout of Gaza polio vaccines,9.418144,9.843645,0.0,bbc
Dozens reported killed as battle rages in Gaza's Khan Younis,8.079509,9.663953,8.0,bbc
"In Kibbutz Be'eri, a broken promise to keep Israelis safe",10.731404,8.61206,5.0,bbc
Israel-Gaza war: US says it will not back unplanned Rafah offensive,6.5652776,8.150802,5.0,bbc
Israel accuses UNRWA staff of involvement in Hamas attack,9.075263,4.226595,7.0,bbc
Israel to act on soldier misconduct after BBC investigation,10.139573,5.769038,5.0,bbc
Israel said to approve largest W Bank land seizure in decades,7.8939943,11.462988,8.0,bbc
"Newshour, Gaza: How damaged is Hamas",9.036075,7.9227705,10.0,bbc
"Global News Podcast, US says Israel hostage deal 'closer than ever",12.993749,9.6251745,5.0,bbc
Hamas officials say 13 killed in blast outside Gaza City's Al-Shifa hospital,9.099798,10.251154,5.0,bbc
Israel reined in by ICJ rulings on Gaza,9.950756,4.9684772,5.0,bbc
Gaza war: 'Breakthrough' heightens hopes of ceasefire deal,8.261894,5.2468433,5.0,bbc
"Global News Podcast, Hezbollah ""ready if Israel invades Lebanon",3.6804917,8.238999,8.0,bbc
Israel and Hezbollah continue to exchange fire,4.1130714,8.532532,8.0,bbc
Sunak on Israel-Gaza war: Too many civilians are dying,8.006601,6.029624,0.0,bbc
"Israel faces 'long, difficult war' after Hamas attack from Gaza",8.862914,7.5823092,8.0,bbc
Israel Hezbollah: Fear of all-out war deepens,3.822504,7.911758,5.0,bbc
Israel and Hezbollah: Fears of escalation after flurry of attacks,3.567149,8.118082,5.0,bbc
UN aid agencies repeat their calls for a ceasefire in Gaza,8.58985,4.8471446,0.0,bbc
Pelosi urges Gaza campus protesters to target Hamas as well as Israel,11.362718,6.2415395,7.0,bbc
Internet out in Gaza as Israel expands operations,7.9887958,7.569955,5.0,bbc
UN warns Israel against 'terrifying' full invasion of Rafah,6.601026,8.206413,5.0,bbc
ICJ Ruling: Israel must prevent genocide,10.038395,5.0397377,0.0,bbc
Humza Yousaf says Israel is 'going too far' in Gaza,7.817992,7.2320027,5.0,bbc
Tens of thousands at pro-Palestinian march in London,11.574405,5.5486627,5.0,bbc
Gaza's fear and anger as ceasefire ends and fighting erupts,8.274978,5.6672173,5.0,bbc
Israel recovers bodies of six Gaza hostages,12.286074,9.918697,5.0,bbc
Israel strikes Iran consulate in Syria’s capital Damascus: What we know,4.555154,6.898868,8.0,aljazeera.com
South Africa universities face Israel scanner as government backs Palestine,12.285795,6.1359134,5.0,aljazeera.com
Pro-Palestine campaigners call for Gaza ceasefire on New Year’s Eve,8.247862,5.142612,5.0,aljazeera.com
"Israel’s war on Gaza: List of key events, day 86",7.60239,6.689228,10.0,aljazeera.com
US President Biden sued for ‘complicity’ in Israel’s ‘genocide’ in Gaza,9.862675,5.4667873,5.0,aljazeera.com
Blinken says a path to a Palestinian state can isolate Iran,5.0191875,11.740037,5.0,aljazeera.com
"Hamas backs Iran after retaliatory missile, drone attacks on Israel",5.9953165,6.6689916,8.0,aljazeera.com
Hospital sheltering thousands of people in Gaza is attacked,9.720863,10.414282,0.0,aljazeera.com
"Calls for ceasefire in Gaza, Lebanon as world marks October 7 anniversary",8.308699,5.053451,5.0,aljazeera.com
Israeli army gives press tour inside northern Gaza,7.8315644,7.8308597,8.0,aljazeera.com
UN chief slams Israel for dooming prospects for two-state solution,8.414556,6.1932282,5.0,aljazeera.com
Netanyahu’s plan for permanent Israeli control of two Gaza corridors,6.0603237,10.158631,8.0,aljazeera.com
UN rights office says Israeli attacks on Jabalia could be ‘war crime’,10.0344515,5.773626,5.0,aljazeera.com
Global condemnation grows over Israel’s killing of Gaza aid seekers,8.6893215,6.792128,3.0,aljazeera.com
Journalist questions bombing of Gaza university,9.683126,8.623305,5.0,aljazeera.com
Israel-Gaza: What international law says about the deadly hospital strike,9.868288,10.223358,5.0,aljazeera.com
Mapping Israel-Lebanon cross-border attacks,4.144959,7.9070597,5.0,aljazeera.com
‘No equivalence’: Biden defends Israel after ICC requests arrest warrants,11.334668,4.090662,8.0,aljazeera.com
"Israeli army raids Jenin, kills several Palestinians",8.578035,11.222905,8.0,aljazeera.com
Video shows huge explosion from Israeli strike south of Beirut,4.747004,8.368032,10.0,aljazeera.com
"India exports rockets, explosives to Israel amid Gaza war, documents reveal",7.1098194,8.198887,5.0,aljazeera.com
"Is­rael’s war on Gaza: List of key events, day 156",7.510717,6.6447663,8.0,aljazeera.com
Israeli soldiers fire at Palestinians approaching aid trucks in Gaza,7.357711,8.54588,5.0,aljazeera.com
Israeli air attack on West Bank’s Tulkarem camp kills at least 18: Ministry,8.566841,11.355994,8.0,aljazeera.com
Israel says it targeted Hezbollah commander in Beirut attack,4.0020194,8.380343,8.0,aljazeera.com
Israel strikes Gaza after truce expires,8.278159,4.492094,8.0,aljazeera.com
Hamas warns Israeli invasion of Rafah will ‘torpedo’ truce talks,6.5994496,8.219121,5.0,aljazeera.com
Photos: Israel’s war on Gaza’s children,9.554885,9.136888,3.0,aljazeera.com
Bombs and viruses: The shadowy history of Israel’s attacks on Iranian soil,5.3866544,6.5055275,5.0,aljazeera.com
Israel carries out wave of air attacks on south Lebanon,4.5751452,8.279343,8.0,aljazeera.com
"‘No other land is home’: Amid Israel bombs, a Gaza City family won’t leave",8.680024,8.344835,0.0,aljazeera.com
Why Palestinians in East Jerusalem are losing their homes,8.800098,7.924859,3.0,aljazeera.com
Palestinians come under Israeli fire as they attempt return to north Gaza,7.317446,8.45119,7.0,aljazeera.com
Christmas cancelled: US Palestinians feel no holiday joy amid war on Gaza,7.697642,6.238473,2.0,aljazeera.com
Israel’s war is depriving Gaza’s students of an education,9.225049,9.199778,2.0,aljazeera.com
Israel ‘shouting from the rooftops’ to warn about Iran,5.169865,6.409029,10.0,aljazeera.com
ICJ orders Israel to prevent acts of genocide in Gaza,10.005463,5.020673,0.0,aljazeera.com
Families of detained Palestinian Americans decry US government’s silence,11.377104,8.735499,0.0,aljazeera.com
Iranian FM pledges ‘stronger’ retaliation if Israel strikes Iran,4.7922416,6.449509,8.0,aljazeera.com
Israeli forces kill American-Turkish activist in the occupied West Bank,8.562158,11.173887,3.0,aljazeera.com
Israeli soldiers besiege Jenin on fourth day of West Bank assault,8.380826,11.308348,8.0,aljazeera.com
Gaza’s al-Shifa Hospital forced to bury dead patients in ‘mass grave’,10.24009,10.461347,0.0,aljazeera.com
Middle East Roundup: Israel lays waste to Gaza after Hamas attack,8.593978,7.6021633,10.0,aljazeera.com
Israel bombs hundreds of targets in Gaza as truce efforts continue,7.751704,8.908222,7.0,aljazeera.com
Several killed in Israeli attack on ambulance convoy: Gaza health ministry,8.838759,10.040042,8.0,aljazeera.com
"Biden arrives in Tel Aviv, backs Israel’s narrative on Gaza hospital attack",6.932552,4.5425353,5.0,aljazeera.com
"Israeli tanks push back into northern Gaza, warplanes hit Rafah",6.8864555,8.436594,10.0,aljazeera.com
Strike on Hamas leader in Lebanon sends tension spiking across Middle East,4.499209,7.98803,8.0,aljazeera.com
Israel’s PR battle is getting harder,7.4401307,6.9231377,5.0,aljazeera.com
Netanyahu attacks UN as “anti-Israel Flat Earth Society”,5.757283,9.939288,5.0,aljazeera.com
What is the purpose of Israel’s repeated attacks on UNRWA?,9.061976,4.2168245,5.0,aljazeera.com
"Analysis: Will Israel attack Gaza on the ground and if so, when and how?",7.394166,7.6266794,8.0,aljazeera.com
"Bombed, then stabbed: West Bank doctors recall horrors of refugee camp raid",8.252026,11.260303,0.0,aljazeera.com
"Biden, Kirby and dead, ungrateful Palestinians",7.047573,4.7078466,10.0,aljazeera.com
Why pregnant women are bearing the brunt of Israel’s war on Gaza,10.142963,9.28671,0.0,aljazeera.com
‘Serious doubt’ Israel complying with international law: Spain PM Sanchez,8.780746,6.2299533,5.0,aljazeera.com
"The US is Israel’s accomplice, not a ceasefire mediator",8.121469,5.233497,5.0,aljazeera.com
Satellite images show scale of destruction in Israel’s assault on Gaza,7.7832336,7.8110247,5.0,aljazeera.com
Qatar calls for international probe into ‘Israeli crimes’ in Gaza,9.110036,5.5782075,5.0,aljazeera.com
Gaza hospital generators to run out of fuel in 48 hours,9.762825,10.294079,0.0,aljazeera.com
Gaza’s Christians fear ‘threat of extinction’ amid Israel war,8.300239,6.9986205,3.0,aljazeera.com
Photos: Rabbi helps West Bank farmers amid rising Israeli settler violence,7.7883863,11.545781,3.0,aljazeera.com
Will Israel and Hamas accept President Biden’s ceasefire plan?,7.751107,4.8773675,5.0,aljazeera.com
Israel is forcing more Palestinians to tear down their own homes,8.875631,7.7005887,2.0,aljazeera.com
Spain PM says Israel’s ‘disproportionate’ attacks on Gaza a world threat,8.663663,6.646736,5.0,aljazeera.com
At least 11 Palestinians killed by Israeli forces in occupied West Bank,8.586988,11.4764595,3.0,aljazeera.com
Canada refuses to comment on US sale of Canadian-made weapons to Israel,5.551092,5.256764,5.0,aljazeera.com
Nearly 200 bodies found in mass grave at hospital in Gaza’s Khan Younis,10.214583,10.333324,0.0,aljazeera.com
What it’s like to flee Jenin’s ‘earthquake’ incursion by Israeli forces,9.12286,10.426115,0.0,aljazeera.com
UN chief calls on Israel to open aid ‘lifeline’ for Gaza,8.3710165,7.404999,0.0,aljazeera.com
France sanctions 28 Israeli settlers over West Bank violence,7.670638,11.662689,5.0,aljazeera.com
Supreme Leader Khamenei says Iran demonstrated its power against Israel,5.1586976,6.276205,8.0,aljazeera.com
‘Barely a drop’: UN warns water shortages a deadly risk for Gaza children,8.486607,7.715289,0.0,aljazeera.com
